0 82.2623 0.00210571 -39.9937 -0 -0 0.000, 0.000, 1.000, 0.351, -40.011, 0.000,1.000, -0.000, 0.000, 0.351, 0.000, 1.000, 0.000, -40.010, -0.000, -0.000, 1.000, 0.786, 0.000, 0.000, 0.000, 1.000,  122 6 12 14 4 39 -194.01 -154.013 -1698.36 -172.665 43.7079 -1685.89 -330.651 59.8922 -1664.28 
-60 82.2623 0.00210571 0.000488281 -59.9994 -0 -0.868, -0.018, 0.497, -36.972, -0.686, 0.000,0.496, -0.022, -0.868, -19.189, 0.012, 1.000, -0.018, -0.309, 0.868, -0.001, 0.497, -10.175, 0.000, 0.000, 0.000, 1.000,  122 6 12 14 4 49 -255.811 -80.5487 -1643.38 -74.9321 0.799147 -1662.84 -138.436 146.968 -1646.35 
-56 82.2623 0.00141907 -0 -55.9986 -0 -0.831, -0.017, 0.556, -31.537, -0.472, 0.000,0.556, -0.021, -0.831, -18.305, 0.012, 1.000, -0.017, -0.198, 0.831, -0.000, 0.556, -8.846, 0.000, 0.000, 0.000, 1.000,  122 6 12 14 4 55 -254.239 -87.5074 -1644.03 -79.2874 6.24773 -1661.72 -152.758 147.537 -1644.13 
-52 82.2623 0.00141907 0.000488281 -51.9996 -0 -0.790, -0.015, 0.613, -27.227, -0.387, 0.000,0.613, -0.019, -0.790, -17.361, 0.011, 1.000, -0.015, -0.196, 0.790, 0.000, 0.613, -7.649, 0.000, 0.000, 0.000, 1.000,  122 6 12 14 5 1 -252.1 -94.3537 -1644.88 -83.9891 11.4547 -1660.67 -167.125 147.144 -1641.96 
-48 82.2623 0.00141907 -0 -47.9988 -0 -0.746, -0.014, 0.666, -23.654, -0.262, 0.000,0.666, -0.018, -0.746, -16.351, 0.011, 1.000, -0.014, -0.121, 0.746, 0.001, 0.666, -6.528, 0.000, 0.000, 0.000, 1.000,  122 6 12 14 5 7 -249.484 -100.998 -1645.67 -89.014 16.3035 -1659.56 -181.399 145.74 -1639.98 
-44 82.2623 0.00141907 0.000976562 -43.9998 -0 -0.697, -0.013, 0.717, -20.606, -0.196, 0.000,0.717, -0.017, -0.697, -15.304, 0.011, 1.000, -0.013, -0.100, 0.697, 0.001, 0.717, -5.450, 0.000, 0.000, 0.000, 1.000,  122 6 12 14 5 13 -246.455 -107.384 -1646.57 -94.388 20.8214 -1658.45 -195.534 143.386 -1637.99 
-40 82.2623 0.00141907 -0 -39.999 -0 -0.646, -0.011, 0.763, -17.948, -0.165, 0.000,0.763, -0.015, -0.646, -14.166, 0.010, 1.000, -0.011, -0.100, 0.646, 0.002, 0.763, -4.470, 0.000, 0.000, 0.000, 1.000,  122 6 12 14 5 19 -243.006 -113.525 -1647.56 -100.014 24.896 -1657.35 -209.394 140.045 -1636.17 
-36 82.2623 0.00210571 -0 -36 -0 -0.591, -0.010, 0.807, -15.577, -0.123, 0.000,0.807, -0.014, -0.591, -12.952, 0.010, 1.000, -0.010, -0.079, 0.591, 0.002, 0.807, -3.582, 0.000, 0.000, 0.000, 1.000,  122 6 12 14 5 25 -239.093 -119.448 -1648.56 -105.934 28.5808 -1656.22 -223.074 135.701 -1634.46 
-32 82.2623 0.00210571 -0 -31.9992 -0 -0.533, -0.008, 0.846, -13.425, -0.061, 0.000,0.846, -0.012, -0.533, -11.675, 0.009, 1.000, -0.008, -0.033, 0.533, 0.002, 0.846, -2.776, 0.000, 0.000, 0.000, 1.000,  122 6 12 14 5 31 -234.767 -125.087 -1649.56 -112.113 31.8383 -1655.07 -236.468 130.386 -1632.8 
-28 82.2623 0.00210571 -0 -27.9984 -0 -0.473, -0.007, 0.881, -11.452, -0.029, 0.000,0.881, -0.011, -0.473, -10.341, 0.008, 1.000, -0.007, -0.011, 0.473, 0.003, 0.881, -2.071, 0.000, 0.000, 0.000, 1.000,  122 6 12 14 5 37 -230.029 -130.424 -1650.64 -118.522 34.6625 -1653.93 -249.486 124.145 -1631.35 
